func,samples,boundsType,a,b,time,result
1,1024,1,1000,1500,6.842000,431.495353
2,1024,1,1000,1500,6.751000,19268.960800
1,1024,2,1000,1500,6.844000,617.950997
2,1024,2,1000,1500,6.705000,25872.844382
1,1024,3,1000,1500,6.850000,120.114866
2,1024,3,1000,1500,7.472000,2207.469516
1,1024,4,1000,1500,6.945000,161.361763
2,1024,4,1000,1500,7.030000,3275.004041
1,1024,5,1000,1500,6.837000,25.445478
2,1024,5,1000,1500,6.672000,164.611850
1,1024,6,1000,1500,6.836000,34.178546
2,1024,6,1000,1500,6.615000,227.218334
1,2048,1,10,15,13.657000,0.496664
2,2048,1,10,15,9.950000,10.280192
1,2048,2,10,15,15.352000,0.621138
2,2048,2,10,15,12.760000,14.420076
1,2048,3,10,15,17.603000,0.771177
2,2048,3,10,15,12.176000,4.989806
1,2048,4,10,15,13.752000,0.969111
2,2048,4,10,15,9.914000,7.063493
1,2048,5,10,15,13.693000,1.238253
2,2048,5,10,15,9.947000,2.436652
1,2048,6,10,15,13.644000,1.321576
2,2048,6,10,15,9.841000,3.086914
1,2048,1,10,150,13.740000,0.495866
2,2048,1,10,150,10.323000,10.246243
1,2048,2,10,150,13.661000,3.147660
2,2048,2,10,150,16.311000,103.808100
1,2048,3,10,150,17.527000,0.770206
2,2048,3,10,150,13.853000,4.885412
1,2048,4,10,150,17.670000,4.777670
2,2048,4,10,150,14.867000,50.112454
1,2048,5,10,150,15.024000,1.238782
2,2048,5,10,150,10.067000,2.462219
1,2048,6,10,150,13.713000,2.258501
2,2048,6,10,150,13.737000,9.407392
1,2048,1,10,1500,13.817000,0.497010
2,2048,1,10,1500,10.084000,10.160872
1,2048,2,10,1500,13.932000,22.539647
2,2048,2,10,1500,13.780000,727.025725
1,2048,3,10,1500,14.594000,0.770142
2,2048,3,10,1500,13.571000,4.978476
1,2048,4,10,1500,17.337000,34.012855
2,2048,4,10,1500,18.201000,352.679636
1,2048,5,10,1500,17.462000,1.238567
2,2048,5,10,1500,12.505000,2.429071
1,2048,6,10,1500,14.137000,6.814073
2,2048,6,10,1500,18.402000,31.313517
1,2048,1,100,15,15.446000,10.428817
2,2048,1,100,15,14.047000,522.838379
1,2048,2,100,15,13.754000,2.820218
2,2048,2,100,15,14.264000,101.279395
1,2048,3,100,15,14.129000,5.461443
2,2048,3,100,15,13.635000,108.536575
1,2048,4,100,15,15.230000,1.513162
2,2048,4,100,15,14.523000,21.615307
1,2048,5,100,15,14.097000,3.118628
2,2048,5,100,15,13.378000,25.607125
1,2048,6,100,15,13.651000,2.038823
2,2048,6,100,15,13.488000,9.801582
1,2048,1,100,150,13.663000,10.439856
2,2048,1,100,150,13.688000,520.284446
1,2048,2,100,150,14.508000,14.607698
2,2048,2,100,150,13.607000,735.710268
1,2048,3,100,150,13.670000,5.518035
2,2048,3,100,150,13.396000,109.711468
1,2048,4,100,150,13.920000,7.603447
2,2048,4,100,150,13.368000,148.332369
1,2048,5,100,150,14.130000,3.111432
2,2048,5,100,150,13.623000,23.314903
1,2048,6,100,150,14.023000,3.592993
2,2048,6,100,150,13.619000,31.970268
1,2048,1,100,1500,13.646000,10.439984
2,2048,1,100,1500,13.484000,514.770109
1,2048,2,100,1500,13.686000,104.475033
2,2048,2,100,1500,13.408000,5170.355022
1,2048,3,100,1500,13.641000,5.506000
2,2048,3,100,1500,13.462000,111.870767
1,2048,4,100,1500,13.696000,55.146367
2,2048,4,100,1500,14.174000,1034.944809
1,2048,5,100,1500,14.086000,3.144698
2,2048,5,100,1500,13.329000,23.908166
1,2048,6,100,1500,13.710000,11.103319
2,2048,6,100,1500,13.656000,99.765480
1,2048,1,1000,15,13.657000,525.681635
2,2048,1,1000,15,13.706000,26029.740777
1,2048,2,1000,15,15.368000,19.919757
2,2048,2,1000,15,15.235000,734.758012
1,2048,3,1000,15,13.668000,112.334444
2,2048,3,1000,15,14.285000,2250.212609
1,2048,4,1000,15,17.354000,4.596280
2,2048,4,1000,15,18.505000,64.723240
1,2048,5,1000,15,17.441000,29.809270
2,2048,5,1000,15,16.930000,180.924215
1,2048,6,1000,15,13.777000,5.942612
2,2048,6,1000,15,13.404000,29.036096
1,2048,1,1000,150,13.694000,513.533614
2,2048,1,1000,150,13.365000,25521.936355
1,2048,2,1000,150,13.978000,103.060796
2,2048,2,1000,150,13.442000,5192.005277
1,2048,3,1000,150,13.643000,121.991159
2,2048,3,1000,150,13.163000,2315.649814
1,2048,4,1000,150,14.332000,23.174953
2,2048,4,1000,150,13.385000,539.509016
1,2048,5,1000,150,13.667000,26.669216
2,2048,5,1000,150,14.316000,279.716602
1,2048,6,1000,150,14.035000,10.404755
2,2048,6,1000,150,13.686000,75.266554
1,2048,1,1000,1500,13.981000,529.244231
2,2048,1,1000,1500,13.289000,25550.549905
1,2048,2,1000,1500,13.697000,743.111923
2,2048,2,1000,1500,13.319000,36219.878494
1,2048,3,1000,1500,14.008000,119.202353
2,2048,3,1000,1500,13.180000,2420.097250
1,2048,4,1000,1500,13.670000,168.933708
2,2048,4,1000,1500,13.365000,3330.377372
1,2048,5,1000,1500,13.635000,27.534618
2,2048,5,1000,1500,13.176000,206.967229
1,2048,6,1000,1500,13.677000,37.749886
2,2048,6,1000,1500,13.207000,256.794190
