func,samples,boundsType,a,b,time,result
1,1048576,2,1000,15,20.179000,0.982407
2,1048576,2,1000,15,17.574000,0.772505
1,1048576,3,1000,15,17.983000,3.116516
2,1048576,3,1000,15,16.919000,3.031062
1,1048576,4,1000,15,17.813000,1.964992
2,1048576,4,1000,15,17.549000,1.571226
1,1048576,5,1000,15,17.795000,6.236832
2,1048576,5,1000,15,17.395000,3.975678
1,1048576,6,1000,15,18.430000,3.929894
2,1048576,6,1000,15,17.745000,3.171922
1,1048576,1,1000,150,17.843000,1.553492
2,1048576,1,1000,150,17.417000,0.391384
1,1048576,2,1000,150,20.583000,1.502385
2,1048576,2,1000,150,21.358000,0.739377
1,1048576,3,1000,150,17.924000,3.116516
2,1048576,3,1000,150,17.047000,3.031062
1,1048576,4,1000,150,18.360000,3.005619
2,1048576,4,1000,150,17.382000,1.730718
1,1048576,5,1000,150,18.211000,6.236832
2,1048576,5,1000,150,17.271000,3.975678
1,1048576,6,1000,150,18.238000,6.013266
2,1048576,6,1000,150,16.907000,3.017575
1,1048576,1,1000,1500,18.240000,1.553492
2,1048576,1,1000,1500,23.998000,0.391384
1,1048576,2,1000,1500,27.057000,1.552315
2,1048576,2,1000,1500,23.916000,0.365604
1,1048576,3,1000,1500,27.119000,3.116516
2,1048576,3,1000,1500,19.538000,3.031062
1,1048576,4,1000,1500,19.698000,3.126607
2,1048576,4,1000,1500,17.439000,3.360956
1,1048576,5,1000,1500,17.860000,6.236832
2,1048576,5,1000,1500,17.383000,3.975678
1,1048576,6,1000,1500,17.819000,6.246862
2,1048576,6,1000,1500,17.096000,3.792014
1,4194304,1,10,15,74.391000,0.523073
2,4194304,1,10,15,30.373000,0.784600
1,4194304,2,10,15,73.291000,0.628383
2,4194304,2,10,15,29.960000,0.784595
1,4194304,3,10,15,72.637000,1.046145
2,4194304,3,10,15,29.587000,1.569235
1,4194304,4,10,15,97.004000,1.256766
2,4194304,4,10,15,29.043000,1.569244
1,4194304,5,10,15,72.782000,2.092290
2,4194304,5,10,15,30.151000,3.138451
1,4194304,6,10,15,86.418000,2.513530
2,4194304,6,10,15,30.440000,3.138479
1,4194304,1,10,150,72.904000,0.523073
2,4194304,1,10,150,53.712000,0.784600
1,4194304,2,10,150,78.379000,0.782401
2,4194304,2,10,150,73.533000,0.784550
1,4194304,3,10,150,72.185000,1.046145
2,4194304,3,10,150,42.864000,1.569235
1,4194304,4,10,150,91.399000,1.564804
2,4194304,4,10,150,72.306000,1.569503
1,4194304,5,10,150,72.884000,2.092290
2,4194304,5,10,150,30.200000,3.138451
1,4194304,6,10,150,76.837000,3.129598
2,4194304,6,10,150,78.990000,3.138554
1,4194304,1,10,1500,72.294000,0.523073
2,4194304,1,10,1500,29.906000,0.784600
1,4194304,2,10,1500,85.693000,0.784596
2,4194304,2,10,1500,77.260000,0.783380
1,4194304,3,10,1500,72.841000,1.046145
2,4194304,3,10,1500,29.531000,1.569235
1,4194304,4,10,1500,72.514000,1.569214
2,4194304,4,10,1500,70.990000,1.571611
1,4194304,5,10,1500,72.325000,2.092290
2,4194304,5,10,1500,30.401000,3.138451
1,4194304,6,10,1500,72.922000,3.138258
2,4194304,6,10,1500,70.221000,3.132143
1,4194304,1,100,15,72.750000,1.428516
2,4194304,1,100,15,73.238000,0.784159
1,4194304,2,100,15,81.223000,0.974411
2,4194304,2,100,15,66.995000,0.784533
1,4194304,3,100,15,74.266000,2.857063
2,4194304,3,100,15,74.722000,1.568728
1,4194304,4,100,15,71.850000,1.948823
2,4194304,4,100,15,69.715000,1.569471
1,4194304,5,100,15,72.660000,5.714108
2,4194304,5,100,15,74.875000,3.145138
1,4194304,6,100,15,72.286000,3.897645
2,4194304,6,100,15,71.328000,3.138996
1,4194304,1,100,150,96.679000,1.428516
2,4194304,1,100,150,73.762000,0.784159
1,4194304,2,100,150,72.469000,1.449531
2,4194304,2,100,150,76.833000,0.783934
1,4194304,3,100,150,72.674000,2.857063
2,4194304,3,100,150,73.694000,1.568728
1,4194304,4,100,150,73.995000,2.899115
2,4194304,4,100,150,72.711000,1.568546
1,4194304,5,100,150,86.056000,5.714108
2,4194304,5,100,150,92.772000,3.145138
1,4194304,6,100,150,96.402000,5.798225
2,4194304,6,100,150,73.899000,3.144776
1,4194304,1,100,1500,100.079000,1.428516
2,4194304,1,100,1500,74.313000,0.784159
1,4194304,2,100,1500,72.985000,1.469361
2,4194304,2,100,1500,69.534000,0.769944
1,4194304,3,100,1500,77.776000,2.857063
2,4194304,3,100,1500,74.493000,1.568728
1,4194304,4,100,1500,74.900000,2.939144
2,4194304,4,100,1500,96.777000,1.559230
1,4194304,5,100,1500,77.903000,5.714108
2,4194304,5,100,1500,75.730000,3.145138
1,4194304,6,100,1500,72.408000,5.877817
2,4194304,6,100,1500,71.226000,3.103315
1,4194304,1,1000,15,72.710000,1.554365
2,4194304,1,1000,15,70.155000,0.615525
1,4194304,2,1000,15,96.405000,0.981741
2,4194304,2,1000,15,72.008000,0.783339
1,4194304,3,1000,15,71.817000,3.109984
2,4194304,3,1000,15,72.378000,1.733680
1,4194304,4,1000,15,72.912000,1.963490
2,4194304,4,1000,15,70.654000,1.568073
1,4194304,5,1000,15,72.644000,6.225720
2,4194304,5,1000,15,70.430000,3.272674
1,4194304,6,1000,15,86.712000,3.926861
2,4194304,6,1000,15,70.402000,3.135881
1,4194304,1,1000,150,78.010000,1.554365
2,4194304,1,1000,150,73.975000,0.615525
1,4194304,2,1000,150,74.174000,1.501903
2,4194304,2,1000,150,89.166000,0.760363
1,4194304,3,1000,150,75.093000,3.109984
2,4194304,3,1000,150,68.841000,1.733680
1,4194304,4,1000,150,77.539000,3.004253
2,4194304,4,1000,150,69.587000,1.537735
1,4194304,5,1000,150,73.359000,6.225720
2,4194304,5,1000,150,73.777000,3.272674
1,4194304,6,1000,150,106.458000,6.008376
2,4194304,6,1000,150,76.879000,3.095661
1,4194304,1,1000,1500,75.214000,1.554365
2,4194304,1,1000,1500,70.644000,0.615525
1,4194304,2,1000,1500,72.629000,1.556166
2,4194304,2,1000,1500,70.681000,0.556889
1,4194304,3,1000,1500,72.490000,3.109984
2,4194304,3,1000,1500,89.468000,1.733680
1,4194304,4,1000,1500,72.227000,3.114366
2,4194304,4,1000,1500,72.899000,1.754645
1,4194304,5,1000,1500,72.008000,6.225720
2,4194304,5,1000,1500,70.560000,3.272674
1,4194304,6,1000,1500,72.887000,6.233793
2,4194304,6,1000,1500,69.196000,3.216285
